iter	Logloss
473	0.3116918432
474	0.3113908768
475	0.3112316852
476	0.3110407189
477	0.3108107849
478	0.3105962714
479	0.3104450824
480	0.3101278754
481	0.3099230783
482	0.3097559345
483	0.3096057394
484	0.3095181843
485	0.3092539771
486	0.3091453182
487	0.3088365977
488	0.3087275893
489	0.3086185123
490	0.3084291283
491	0.3083007435
492	0.3081560119
493	0.3079894345
494	0.3075353001
495	0.3073045372
496	0.3071716372
497	0.3067763719
498	0.3065623699
499	0.3064427747
500	0.3060843385
501	0.3059524666
502	0.3056262748
503	0.3053351686
504	0.3052458045
505	0.3051031223
506	0.3050197257
507	0.3048689309
508	0.3046809008
509	0.3044385378
510	0.3043504189
511	0.3041017146
512	0.3039246856
513	0.3037319556
514	0.3034449358
515	0.3032803065
516	0.3031492986
517	0.3029810583
518	0.3026938338
519	0.3026057266
520	0.3024239026
521	0.3021208314
522	0.3019970673
523	0.3017991772
524	0.3015132719
525	0.3013647636
526	0.3011914117
527	0.3009413993
528	0.3007098131
529	0.3005934195
530	0.3003576253
531	0.3001618114
532	0.2998009096
533	0.2995861863
534	0.2995131872
535	0.2994303141
536	0.2990248863
537	0.2988213353
538	0.2986430676
539	0.2983583149
540	0.298237448
541	0.2981346831
542	0.2978957444
543	0.2977657205
544	0.2975858085
545	0.2974297266
546	0.2973627895
547	0.2972089341
548	0.2970894825
549	0.2968018717
550	0.2966769081
551	0.2964081049
552	0.2961109679
553	0.2958537929
554	0.2957818601
555	0.2956519547
556	0.2955616797
557	0.2953504994
558	0.2952396321
559	0.295042367
560	0.2948635403
561	0.2948050815
562	0.2944756248
563	0.2943419622
564	0.2942301437
565	0.2940255309
566	0.2936622792
567	0.2934199265
568	0.2931329596
569	0.2929365719
570	0.2925903178
571	0.2923996572
572	0.2922004675
573	0.2921361287
574	0.2920206106
575	0.2917619525
576	0.2917066298
577	0.2916529993
578	0.2915296624
579	0.2913480486
580	0.291230741
581	0.2910915177
582	0.2910006895
583	0.2907381972
584	0.2905100929
585	0.2903046597
586	0.2900733643
587	0.2898869109
588	0.2896931072
589	0.2895373974
590	0.2892530318
591	0.2890328464
592	0.2887729865
593	0.2887147204
594	0.2885249985
595	0.2883980104
596	0.2883606262
597	0.2880965403
598	0.2875986716
599	0.2874963232
600	0.2872888714
601	0.2869330499
602	0.2867538188
603	0.2866018326
604	0.2863997508
605	0.2863029276
606	0.2860793122
607	0.2859000988
608	0.2857149689
609	0.2855197553
610	0.2854260015
611	0.2853384224
612	0.2851710057
613	0.2850554169
614	0.2847340423
615	0.2846363879
616	0.2844217378
617	0.2842935358
618	0.2840265308
619	0.283885455
620	0.2838010254
621	0.2836190417
622	0.28342169
623	0.2834086564
624	0.2831816281
625	0.283077464
626	0.2829202516
627	0.2828107733
628	0.2826868114
629	0.2825115285
630	0.2822139734
631	0.2819754573
632	0.2817986445
633	0.2813741095
634	0.2812830807
635	0.2809551096
636	0.2806975167
637	0.2804969523
638	0.2804091637
639	0.2801370918
640	0.2799337306
641	0.2798524968
642	0.2797123855
643	0.2795350046
644	0.2792821154
645	0.2789929568
646	0.27876644
647	0.2786488166
648	0.2786415488
649	0.2783642474
650	0.2781791867
651	0.2780477342
652	0.2778992676
653	0.2778304674
654	0.2776520815
655	0.2774361299
656	0.277269975
657	0.2772138646
658	0.2769775929
659	0.2767597366
660	0.2764156653
661	0.2763311796
662	0.2760645135
663	0.2757671567
664	0.2756794534
665	0.2755172408
666	0.2754973366
667	0.2753478032
668	0.2750651089
669	0.2749497459
670	0.2747829267
671	0.2745948701
672	0.2744420869
673	0.2741443203
674	0.2740014263
675	0.2739027036
676	0.2737767735
677	0.2735993028
678	0.2734754402
679	0.2732685109
680	0.2730420636
681	0.272946389
682	0.2728120304
683	0.2727141757
684	0.2726460064
685	0.2725213539
686	0.2723656502
687	0.2721457572
688	0.2718491609
689	0.2718207557
690	0.2716654833
691	0.2714604589
692	0.2711647895
693	0.2710225681
694	0.2707675391
695	0.2706369509
696	0.2704242823
697	0.2702272738
698	0.2701709386
699	0.2699603254
700	0.2697735856
701	0.2695999713
702	0.2694421431
703	0.2692453284
704	0.2689729298
705	0.268675321
706	0.2685328806
707	0.268387879
708	0.2682827834
709	0.2681713137
710	0.268053506
711	0.2679501452
712	0.267836011
713	0.2675800173
714	0.2672108675
715	0.2670869962
716	0.2669419782
717	0.2667021899
718	0.2664785043
719	0.2663555593
720	0.2662896841
721	0.2661978581
722	0.2658591545
723	0.2657519863
724	0.2654383685
725	0.2652287235
726	0.2649055869
727	0.2647753151
728	0.2645096253
729	0.2641903292
730	0.2640819576
731	0.2639218468
732	0.2638178131
733	0.263489871
734	0.2632160355
735	0.2631144673
736	0.2630530657
737	0.262996375
738	0.2628542172
739	0.2626941817
740	0.2626154556
741	0.2624239187
742	0.262061701
743	0.2616739263
744	0.2615789201
745	0.26139711
746	0.2612669706
747	0.2609851983
748	0.260930865
749	0.2607713328
750	0.2605907121
751	0.2605607602
752	0.2604713082
753	0.2603233282
754	0.2600099455
755	0.2599405547
756	0.2598580803
757	0.2596181811
758	0.259559813
759	0.2594376314
760	0.2591648572
761	0.2588547436
762	0.2586857763
763	0.2585759226
764	0.2583873463
765	0.2583293955
766	0.2582329825
767	0.2580382131
768	0.2579069809
769	0.2578169482
770	0.2575827962
771	0.2573804074
772	0.2572137659
773	0.2570874886
774	0.2570026274
775	0.2569188204
776	0.2566859395
777	0.2564398412
778	0.2562722579
779	0.2560899691
780	0.2558316211
781	0.2555809152
782	0.2553251422
783	0.2551602344
784	0.2551137371
785	0.2548198919
786	0.2545134783
787	0.2544169327
788	0.254278962
789	0.254123963
790	0.253981539
791	0.253935374
792	0.2539200233
793	0.2536058389
794	0.2534385902
795	0.2533486496
796	0.2529819599
797	0.2529150421
798	0.2527502827
799	0.2524578271
800	0.2522102748
801	0.2520778309
802	0.2517951294
803	0.2515336071
804	0.2514603837
805	0.2514413516
806	0.2512460582
807	0.2511396213
808	0.2510067771
809	0.2507041693
810	0.250404561
811	0.2502767918
812	0.2502138195
813	0.2501503247
814	0.2500516106
815	0.2499402729
816	0.2497911315
817	0.2496992661
818	0.2495152238
819	0.249308022
820	0.2491678415
821	0.2491546542
822	0.2487903663
823	0.2486672345
824	0.2485188543
825	0.2484627605
826	0.2481579515
827	0.2480201549
828	0.24789053
829	0.2477873353
830	0.2476523772
831	0.2474979079
832	0.2473848758
833	0.2472096503
834	0.247076278
835	0.2470302457
836	0.2469372034
837	0.2467655091
838	0.2465880572
839	0.2464091669
840	0.2461888962
841	0.2460202141
842	0.2458350816
843	0.2456762679
844	0.2455220143
845	0.2452445079
846	0.2450552793
847	0.2448519678
848	0.2446233449
849	0.2444726869
850	0.2443439226
851	0.2440329226
852	0.2438641318
853	0.2435785362
854	0.2432182463
855	0.2431673026
856	0.2430471289
857	0.2427992905
858	0.2426794991
859	0.2423041373
860	0.2421910502
861	0.2420636281
862	0.2419602251
863	0.2418234723
864	0.2415836858
865	0.2414502253
866	0.2413021005
867	0.2412414235
868	0.2410189246
869	0.240743065
870	0.2406485457
871	0.2406108928
872	0.2405235547
873	0.2402525307
874	0.2401543536
875	0.2401072531
876	0.2400195667
877	0.2399808757
878	0.2397609672
879	0.239614747
880	0.2394408974
881	0.2392125903
882	0.2389935175
883	0.2388306366
884	0.2386021462
885	0.238406652
886	0.2380984458
887	0.2377066704
888	0.2374638531
889	0.2372979424
890	0.2371310524
891	0.2370113131
892	0.2370002786
893	0.2369317859
894	0.2367212309
895	0.236658373
896	0.2363820293
897	0.2361962703
898	0.2360099669
899	0.2358000908
900	0.235513686
901	0.2351904845
902	0.2349976733
903	0.2346072761
904	0.2344157745
905	0.2343572734
906	0.2341628951
907	0.2339487219
908	0.2337507069
909	0.2335230157
910	0.2332712494
911	0.2332262727
912	0.2329484211
913	0.232848084
914	0.232838729
915	0.2326993301
916	0.2326480475
917	0.2326287779
918	0.2325014531
919	0.2324722669
920	0.2323345943
921	0.2320933464
922	0.2319554127
923	0.2316527144
924	0.2316049418
925	0.2313706632
926	0.2310209758
927	0.2307817751
928	0.2304081386
929	0.2303823072
930	0.2303712779
931	0.2301654376
932	0.2301021854
933	0.2299776904
934	0.2297071617
935	0.2295791918
936	0.2295391328
937	0.2293027185
938	0.2291501422
939	0.229140561
940	0.2289257068
941	0.2286635065
942	0.2285358569
943	0.2282567219
944	0.2280006106
945	0.227827855
946	0.2276469242
947	0.2275274491
948	0.2273090281
949	0.2271529031
950	0.2269177483
951	0.2267890629
952	0.2267113599
953	0.2265597798
954	0.2263032367
955	0.2260735459
956	0.2259641565
957	0.2258819728
958	0.2257424865
959	0.2254814502
960	0.2252734278
961	0.2252642637
962	0.2251816015
963	0.2251094978
964	0.2248998564
965	0.224769055
966	0.2245978222
967	0.22453942
968	0.2244101361
969	0.2241533326
970	0.2239829129
971	0.2236736024
972	0.2235050034
973	0.2233753264
974	0.223337444
975	0.2231209714
976	0.2230026075
977	0.2228485887
978	0.2226809769
979	0.2225044303
980	0.2222406989
981	0.2220294176
982	0.2218164078
983	0.2216115116
984	0.2213709165
985	0.2212492271
986	0.2210236195
987	0.2209006086
988	0.2206189289
989	0.2204501611
990	0.2202857659
991	0.220112748
992	0.2199373742
993	0.2197291601
994	0.219610661
995	0.2194167848
996	0.2193672859
997	0.2192230714
998	0.2191931463
999	0.2190086142
