Actual,LSTM_Predicted,GRU_Predicted,SRNN_Predicted,CNN_Predicted,BLSTM
0.3939758131150004,0.4087516,0.38897386,0.3749675,0.38052472,0.42789695
0.4371103432734921,0.4089793,0.3940415,0.38550866,0.38329265,0.43463382
0.4285472846090288,0.41375184,0.40592057,0.3975157,0.39054802,0.4467593
0.42492300758656953,0.4204802,0.41067702,0.41000077,0.3975986,0.45579937
0.4464808833471043,0.4271754,0.41204768,0.40378776,0.40640584,0.4604984
0.44358897318410573,0.4335137,0.41959623,0.4065776,0.41228855,0.46746108
0.48371892135506644,0.4387713,0.42084485,0.41635364,0.4173595,0.47078732
0.4761699091113949,0.44502205,0.4328193,0.4246814,0.42581245,0.4798269
0.4674941786223991,0.45240515,0.43926027,0.43696862,0.43360427,0.48803404
0.4415233230676782,0.45905584,0.4406896,0.43670914,0.44301188,0.49044347
0.4670434913242695,0.46233237,0.43451864,0.41950536,0.44682539,0.4842579
0.4643957034477578,0.46431005,0.44018748,0.42416087,0.4495783,0.48426124
0.4692218132652295,0.46539402,0.44069627,0.4248037,0.45048535,0.4827794
0.48037632389393825,0.46658182,0.44326404,0.42809492,0.45340064,0.48241398
0.4769210546082777,0.46834314,0.44676623,0.4353319,0.4553073,0.48250732
0.5001877863742207,0.47042537,0.4483746,0.43581754,0.4577895,0.48285595
0.5004131300232856,0.47317684,0.45379886,0.44046688,0.46108815,0.48473504
0.4794561706602569,0.4767077,0.45828396,0.44059053,0.4653867,0.48892882
0.4821415158116127,0.4790842,0.45365253,0.43750763,0.46815324,0.48604283
0.48978442124239463,0.4801407,0.4540085,0.43161353,0.47044885,0.484462
0.4814279275895741,0.48096126,0.4566213,0.4328659,0.4708036,0.48830625
0.47224517389018256,0.48155636,0.45609885,0.43629345,0.47137332,0.49011564
0.48839480207316155,0.48136824,0.4537864,0.43132883,0.4714452,0.48839697
0.4847141891384361,0.48133934,0.4563347,0.4364106,0.4714661,0.4889829
0.4858221287463381,0.48146427,0.45657632,0.43832847,0.47138974,0.48969114
0.4761323518365508,0.4820009,0.45837072,0.4399765,0.47249484,0.4907169
0.48642304514384427,0.48142993,0.45342568,0.43348464,0.47240436,0.48632276
0.4954555697438593,0.48075104,0.4548623,0.43137127,0.47102684,0.48654807
0.4989671749417862,0.48093897,0.45798293,0.43615097,0.47098905,0.4908484
0.5011079396079021,0.48253572,0.4622646,0.4426105,0.4737077,0.49787197
0.49904228949147444,0.4848575,0.4632224,0.44863614,0.47601688,0.5019019
0.4965635093517614,0.4870361,0.46397522,0.44819558,0.4786588,0.5042222
0.49361526327649663,0.48853135,0.46370447,0.4467586,0.47976124,0.5046799
0.505464583489822,0.48912126,0.46269533,0.4413369,0.48057047,0.50422376
0.5126568016224743,0.4898064,0.46611106,0.4455784,0.4812924,0.507501
0.5203936002403665,0.4907152,0.466953,0.45024028,0.4822045,0.5098501
0.5255389468940134,0.49293464,0.4729242,0.45842993,0.4863518,0.516191
0.5178772628258093,0.49539095,0.4737452,0.46292827,0.48803607,0.518672
0.525707954630812,0.4975356,0.4741151,0.4585371,0.49185988,0.5189483
0.5164500863817321,0.49955016,0.47658268,0.4604948,0.4934416,0.5209002
0.5029670247126868,0.5010442,0.47671047,0.45878667,0.4955112,0.52204764
0.5138586344174866,0.5008373,0.47204158,0.4529799,0.49583855,0.51795655
0.5377075039435139,0.50012046,0.47377303,0.45195726,0.49518606,0.5177518
0.519717569293172,0.50059515,0.47881153,0.4629107,0.49487388,0.52268887
0.5150792458499212,0.501759,0.4785146,0.4652837,0.49726897,0.52462065
0.47001051603695637,0.50257826,0.47714508,0.4588724,0.49848825,0.523813
0.4722639525276046,0.49991083,0.46467867,0.44531375,0.49937615,0.51183426
0.46586043716667913,0.4951142,0.4605057,0.43249923,0.49253234,0.5034488
0.47543754225193424,0.48842305,0.4525226,0.42254758,0.48698622,0.49460664
0.4722263952527605,0.4833973,0.45585254,0.42967224,0.47773567,0.49540848
0.4718696011417411,0.4800331,0.45311478,0.43654573,0.47508335,0.49495813
0.47355967850972736,0.4777763,0.45140147,0.43366718,0.47072455,0.49379626
0.4712686847442349,0.47658116,0.45285186,0.43859085,0.46952096,0.49531385
0.47836700968977697,0.47572017,0.44976825,0.43242025,0.46651077,0.49441895
0.4564335611808007,0.4754815,0.4516448,0.43320557,0.46623856,0.49595287
0.46336287838954404,0.47406298,0.44497374,0.42793274,0.46476233,0.49110955
