iter	Logloss
281	0.3298047549
282	0.329582134
283	0.329236936
284	0.328834792
285	0.3282596403
286	0.3280375358
287	0.3276996227
288	0.3273045785
289	0.3270830126
290	0.3267493396
291	0.3264812804
292	0.3263183481
293	0.3260042412
294	0.3253430839
295	0.3248332658
296	0.3245354128
297	0.3243457191
298	0.3241429685
299	0.3237756683
300	0.3234578123
301	0.3231605253
302	0.3228068391
303	0.3225907864
304	0.322466837
305	0.3220559048
306	0.321841057
307	0.3214741292
308	0.3211876288
309	0.3209079299
310	0.3207294066
311	0.32043478
312	0.3200162198
313	0.3197945399
314	0.319470232
315	0.3192861291
316	0.3190548692
317	0.3187064197
318	0.3183035455
319	0.3179359712
320	0.3175976919
321	0.3172502869
322	0.3169250711
323	0.3166663388
324	0.3164402429
325	0.3162551236
326	0.3161073291
327	0.3159145196
328	0.3155204326
329	0.3152858667
330	0.314854662
331	0.3144422474
332	0.3142855334
333	0.3140148926
334	0.3137025653
335	0.3133308761
336	0.3130387879
337	0.3129244602
338	0.3127021974
339	0.3124159392
340	0.3121039484
341	0.3118211393
342	0.3115445721
343	0.3113589377
344	0.3112159506
345	0.311030442
346	0.310722707
347	0.3105178178
348	0.3102895569
349	0.3101323485
350	0.3097701739
351	0.3095306029
352	0.309160771
353	0.3089949658
354	0.3088278399
355	0.30862963
356	0.3084237852
357	0.3081776239
358	0.3079324598
359	0.3077759599
360	0.3075300108
361	0.307385795
362	0.3071802225
363	0.3069939358
364	0.306839447
365	0.3065367558
366	0.3063418323
367	0.3061417495
368	0.3058449117
369	0.3055557275
370	0.3054336667
371	0.3051580733
372	0.3049039412
373	0.3046052008
374	0.3044510013
375	0.3043017803
376	0.3042353135
377	0.3040501826
378	0.3037912377
379	0.3034455917
380	0.3033520426
381	0.3031341127
382	0.3030497191
383	0.3026839511
384	0.3024936494
385	0.302150213
386	0.3020095718
387	0.3018123349
388	0.3015791062
389	0.301404343
390	0.3011463587
391	0.3009698904
392	0.3004989103
393	0.3003460168
394	0.3002570626
395	0.3001615105
396	0.2998780048
397	0.2997035281
398	0.2995165474
399	0.299356862
400	0.2989587634
401	0.2988469516
402	0.298620435
403	0.2981676003
404	0.2977561502
405	0.2977071099
406	0.297519905
407	0.2974264503
408	0.2972309973
409	0.2968836572
410	0.2968441374
411	0.2965611126
412	0.2963229951
413	0.2961729219
414	0.2959458899
415	0.2957344203
416	0.2954203688
417	0.2953581253
418	0.2952636111
419	0.2951147061
420	0.2950297752
421	0.2948391649
422	0.2947009709
423	0.29468906
424	0.2945402611
425	0.2943091643
426	0.2939760743
427	0.2938600775
428	0.2937006762
429	0.2934215166
430	0.2933039119
431	0.2929688581
432	0.2928261478
433	0.292670569
434	0.2923554181
435	0.2921967302
436	0.2918474142
437	0.2917096448
438	0.2914617825
439	0.2913686588
440	0.2911383221
441	0.2909097284
442	0.290570405
443	0.2902602098
444	0.2901912112
445	0.2900226221
446	0.2899532442
447	0.2898851018
448	0.2896891771
449	0.28941959
450	0.2892557214
451	0.2890405758
452	0.2888860931
453	0.2886527739
454	0.2884323438
455	0.288374476
456	0.2883343605
457	0.288182795
458	0.2880431743
459	0.2877719485
460	0.2876614849
461	0.2875521574
462	0.2873232604
463	0.2871837545
464	0.2870555339
