title,img,url,price
Samsung Galaxy S23 SM-S911U 128GB Unlocked Very Good Condition,./eBay_files/s_1x2.gif,https://www.ebay.com/p/2330090727?iid=357600879787&var=626195117824,$215.99
Samsung Galaxy Z Flip5 512GB F731U Unlocked - Good,./eBay_files/s_1x2.gif,https://www.ebay.com/p/9072660290?iid=257067128532&var=557714094541,$264.99
45W PD Fast Wall Charger+Type-C Cable For Samsung Galaxy S24 S23 S22 S21 Ultra,./eBay_files/s_1x2.gif,https://www.ebay.com/itm/376165078166?itmmeta=01KVYTMZNE639QK47HTDVNBYVG&hash=item57952f9496:g:D18AAOSwutRl9Wdx&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4Luo7aAVYlPyStvN4jntnE1OIqCLc1mgc832pzEx5oKHDVvCFasu5k8Ef%2FZHtWNhwP98yo%2FsrhzhfQ7BHd2owOhLeoMzDUJrN6jA1NQ3VTylCcmGt5iOPHEZz%2B19%2B9MCP7xnBXv7EcMIVy4T8dZoyi1RJgGJT0lTk%2BGAGMA96PZegaoPMq9Z6Mst2B7IAIbM7vEZW%2FwQ1GbWfvIA0VTyDTXybFVn2QZGLPOAmo1nrFha%2B6u2wLBTGoPPpzC13WnQ4Fl5XLLojF7VM9wXyH%2BXXRRb%2B%7Ctkp%3ABk9SR_D609rfZw,$0.99
"🔥New Samsung Galaxy S23 Ultra 5G SM-S918U 256GB/ 512GB/1T 6.8"" Factory Unlocked",./eBay_files/s_1x2.gif,https://www.ebay.com/p/26059055049?iid=227367899902&var=526568705684,$396.01 to $481.01
NEW SEALED Samsung Galaxy S22 Ultra 5G S908U 128GB/256GB/512GB Factory Unlocked,./eBay_files/s_1x2.gif,https://www.ebay.com/p/13052280684?iid=406845313502&var=677066260521,$339.88 to $348.01
⚡20W Power Fast Wall Charger Adapter USB-C Charging Cable For iPhone 14 13 12 G,./eBay_files/s_1x2.gif,https://www.ebay.com/itm/205378506567?itmmeta=01KVYTMZNE33PH64C7HPF8N9CZ&hash=item2fd1834f47:g:bIUAAOSwqfZmyC41&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4LurQYYu%2F40vvWR57QOGxc%2FtjRg6OBiDxayM1JmNNVN4uMHJkugynRCUooA%2Bd4fXTlLEjdVsmUkLBPB0GAqqxOhgGaGGE1f0rKZ20uADJE2gSmJjxs19T3T2r2cB5ycc6wVfJzjiNn7a2aYnjFlPkM4%2Fk9L1%2FDq9dMCHxQXkE7%2BqYUa5YDYQWwdGLrZqEjTupNrRV4EsqCx5z8dMjQgVpUE6sV2rMY82uRI5NirCwzix%2Frg%3D%3D%7Ctkp%3ABk9SR_D609rfZw&var=506126618406,$1.60
Apple iPhone 14 Pro Max 256GB Unlocked Very Good Condition,./eBay_files/s_1x2.gif,https://www.ebay.com/p/6056270182?iid=355896538160&var=624955594339,$531.99
New Sealed Samsung Galaxy S23 Ultra 5G 256GB 512GB  Factory Unlocked US Stock,./eBay_files/s_1x2.gif,https://www.ebay.com/p/23059054247?iid=397921712494&var=666228048061,$502.00 to $588.00
65W Type USB C Super Fast Wall Charger+3ft Cable For Samsung Galaxy S22 S21 S23,./eBay_files/s_1x2.gif,https://www.ebay.com/itm/397652414560?itmmeta=01KVYTMZNEYQDH8ST17Y9HXENH&hash=item5c95ee5060:g:QJAAAeSwDahpSPNN&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LuoIO9M0doiS%2Bp8P0boKBp%2FtVvDhOaL16d5gk16lAK5pbc6en4prVEgmSAePCMlREsepNghw7fvRqFzgORcQZfiw49GH0up4y12UMQZNAMusc0nNlZQuFA3ZMt6aV%2BfuyGSurzTIfGgldAJ9OZN6jHzIp0VlGmPPBd8h%2Bld6L878bSZP%2BhB5ul88oHXodHdeY4QhFZj0xL7TflScIaPDZjcutNJzyNuZxpAnHhE9yLxZ7kp57h55MDdW0ju4hsRRvmdoKHVdKaUXNA0FstGSfLMQ%7Ctkp%3ABk9SR_D609rfZw,$1.49
NEW SEALED SAMSUNG GALAXY S23 ULTRA 5G/S22 ULTRA 5G GSM CDMA FACTORY UNLOCKED,./eBay_files/s_1x2.gif,https://www.ebay.com/itm/168472143481?itmmeta=01KVYTMZNEK1GB0Y6X8K6D2R7M&hash=item2739b8e679:g:~S0AAeSwTRJpoVX-&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LupTsMyPcgdVOqdBtTovmf1E4MIbRMT0Ump5jSE0a%2FJS7tV16vLTcoaliYn76tEjaRTE3vRt2r4EdcghcX0yt2AdLcRTQJX0WPTrJpHLTWVtg%2B0cGrq1xAyw%2BwHJgpoYvKUkgWmVNOyVC70ng%2FyJXq%2FUUBxAjpyAdwgAJ2PojU7Ql86EpRHHtCTX1v1JiKiiX0EyDiMIG9df6SvsbP73tif4%2B9r%2BQ5p4Rl3j8z%2B0BBLmJe7%2Fvn3nABfsJykKRH1hbII5kYL8ho1X4DzjFANVMC6v%7Ctkp%3ABk9SR_D609rfZw&var=467919100962,$235.01 to $808.01
Samsung Galaxy S23 Ultra 5G SM-S918U 256GB/512GB Factory Unlocked GSM+CDMA ✨New✨,./eBay_files/s_1x2.gif,https://www.ebay.com/p/20072665198?iid=398025290692&var=666319936935,$394.99 to $466.99
New Samsung Galaxy S23 Ultra 5G SM-S918U 256GB/512GB Factory Unlocked GSM+CDMA,./eBay_files/s_1x2.gif,https://www.ebay.com/p/23059054247?iid=406804152549&var=677031839990,$390.99 to $448.99
Samsung Galaxy S24 Ultra SM-S928U 512GB Unlocked Very Good Condition,./eBay_files/s_1x2.gif,https://www.ebay.com/p/10064928791?iid=357295226907&var=626001430427,$569.99
"TCL 50XL NXTPAPER 5G Smartphone with 6.78in AMOLED Display, 50MP Triple Camera,",./eBay_files/s_1x2.gif,https://www.ebay.com/itm/116667700224?itmmeta=01KVYTMZNE9J8XER90B5C5YE4Z&hash=item1b29efd400:g:zEcAAeSw6oxqE2q2&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4Luogap1kGJlf0QUow6jypop1aMJXKZLYCcXR2m3ZSUbQ%2FvxFWaU3o8hdsLQzQHj%2BUjGdVuTTnSmp8MRuvIItgX3PK0k3KIjcDkAdD109xoGiTAnobNmX%2BbYXbdoj0hwOnYS6jtt3pAXtcUKMzCVdPkz6voyjXHcJoxP2QsVP9Ysj2bMqjq0ryqUe2q4YlJbZ6jG52e0fB%2Fl7b0WQLqwNaRkDZSOe1taWx4VXMDdNQhZgHA%3D%3D%7Ctkp%3ABk9SR_D609rfZw,$67.00
Apple iPhone 12 Mini - A2176 - 64GB - Unlocked - Black iOS Smartphone,./eBay_files/s_1x2.gif,https://www.ebay.com/p/13041717342?iid=147376326228,$130.00
Nokia Lumia 1520 - 16GB Black - AT&T Locked - Excellent,./eBay_files/s_1x2.gif,https://www.ebay.com/p/5065009528?iid=226551760365,$26.79
FACTORY NEW SEALED SAMSUNG GALAXY S23 ULTRA 5G UNLOCKED GSM CDMA ALL MEMORY,./eBay_files/s_1x2.gif,https://www.ebay.com/p/20059046387?iid=356406900377&var=625401040627,$495.01 to $601.26
"Apple iPhone 14, 128GB-256GB-512GB, Unlocked - Used All Colors",./eBay_files/s_1x2.gif,https://www.ebay.com/itm/325859347437?epid=5056262935&itmmeta=01KVYTMZNF51QC850WRE0ERBTV&hash=item4bdebb0bed:g:tzUAAOSw1p5kB1Fw&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LurLPPrQbE7ycGH3i1KDcNBnw5UrqJtMC2dCns4Xnx9d7uLuxxucJN22eF1CgPHQl5Rm8DCtfZ6lPvq78PadL6wQlW80dcDgvpRx%2FZ14ETQui4iJTz2fsQYRDtTrHqL6M7BTCCUY0FPjuUwm4aJxqs9PeIksG0K0e%2F%2BZoYou6pXCIF%2FfHyz1xMgUroJpViZKaqOoCYIU58iGg5RbBv3Zfya9Ibj6lUK15j35xfcHFT8OunDB409E4qZ6NCT3HWt8a5XpBJyYjvO2U%2B02BC%2BXzkTD%7Ctkp%3ABFBM8vrT2t9n&var=514903059891,$264.99 to $389.99
"Apple iPhone 12 Pro Max, 128/256/512GB - Unlocked -Used Excellent",./eBay_files/s_1x2.gif,https://www.ebay.com/itm/327194157221?epid=28041715467&itmmeta=01KVYTMZNFQ1NZVSXJEJ7WNT3X&hash=item4c2e4aa0a5:g:VHAAAOSwgBxkCfYf&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4Luqh5CwBmbib5U12RhiE2CE1GWP8ZlXDnNVg7kBEdn%2BUs7xhTBCcFs3sCHS9XJ3gqQ9q%2BQq%2BL6DzC%2BNQPEwD5KLVK4muMLMnCkAG9Rl9AdXFi0hm5xYDSyKDVQ4sOblf0w67K2T%2BY3wl39N5lJ2thFad1TXf2icSjBTlUheWRo31CtWsL4iR7r6mW9AQOZppH967XYClDhb1u8xxZ3p8nQcX9d7R3ebunoNNKtpMkkjbw97vu1ZyGKgxQWB3NavVoPxy0hoELZTi9Qh%2FMt%2BgyEN6%7Ctkp%3ABFBM8vrT2t9n&var=516009653236,$369.99 to $429.99
